usted,505
todos,228
sobre,190
hasta,172
duque,166
todas,127
mujer,126
entre,113
conde,109
aquel,105
desde,105
menos,105
mismo,104
mundo,101
hecho,97
nariz,93
diego,92
peque,90
pobre,90
nunca,89
tiene,88
madre,79
coraz,78
despu,77
tanto,77
mejor,76
mucho,76
joven,74
veces,71
hacer,69
tambi,69
amigo,68
works,64
puede,60
noche,60
padre,58
calle,57
antes,57
dicho,57
buena,57
decir,56
hacia,55
visto,55
donde,54
tengo,54
manos,54
haber,53
viejo,52
nadie,51
marqu,51
viuda,49
medio,47
terms,47
estoy,47
parec,44
parte,43
nuevo,43
quien,41
vivir,39
misma,39
ltimo,38
fuese,38
alegr,37
otros,37
extra,35
tener,35
orita,34
meses,34
tendr,34
about,34
compa,34
ahora,33
dicha,33
renta,33
mayor,32
cosas,32
dulce,32
honor,32
ndose,31
ayvaz,30
salud,29
horas,29
villa,29
hotel,29
lugar,29
estar,29
morir,29
cinco,29
other,28
largo,28
cielo,28
ellos,27
bueno,27
matar,27
dejar,26
dolor,26
vista,26
miedo,26
capaz,26
pesar,26
fondo,26
otras,25
inter,25
comer,25
viaje,25
nueva,24
conoc,24
ebook,24
gafas,24
carta,23
coche,23
volvi,23
deber,23
saber,23
ndole,23
tarde,22
puedo,22
color,22
pasar,22
brazo,22
class,22
linda,22
vamos,22
noble,22
quiso,21
ellas,21
lejos,21
vieja,21
media,21
dicos,21
gusto,21
campo,20
traje,20
hemos,20
poder,20
salir,20
falta,19
turco,19
creer,19
venes,19
cerca,19
sitio,18
papel,18
estas,18
libro,18
bella,18
fuera,18
hacen,18
agree,18
punto,17
tomar,17
trata,17
negro,17
estos,17
forth,16
igual,16
valor,16
capit,16
pglaf,16
opera,16
menor,16
title,15
tanta,15
pocas,15
ltima,15
abrir,15
mateo,15
queda,15
digno,15
rculo,15
https,15
darle,14
sinti,14
golpe,14
corri,14
amado,14
casas,14
hijos,14
pecho,14
which,14
juego,13
baile,13
orito,13
verle,13
todav,13
dicen,13
larga,13
trozo,13
siete,13
libre,13
state,13
ayuda,13
tenga,13
pasos,13
china,13
maese,12
nicas,12
saint,12
under,12
ctima,12
rselo,12
armas,12
curar,12
llama,12
ideas,12
acaso,12
subir,12
fuego,12
islas,12
amaba,12
lleno,11
gesto,11
franc,11
calor,11
pocos,11
ahmed,11
clase,11
causa,11
venir,11
ruido,11
suelo,11
blico,11
humor,11
perdi,11
digna,11
habla,10
polic,10
ndalo,10
mitad,10
arroj,10
verla,10
resto,10
tumba,10
dedos,10
echar,10
circo,10
claro,10
firme,10
forma,10
compr,10
moral,10
ronse,10
negra,10
santa,10
ocasi,10
luego,10
almas,10
pueda,10
santo,10
somos,10
owner,10
input,9
beber,9
opini,9
favor,9
sonri,9
justo,9
sonre,9
feliz,9
duelo,9
emoci,9
temor,9
tonel,9
punta,9
plaza,9
cirug,9
corte,9
rdida,9
plata,9
abril,9
start,9
vejez,9
gente,8
grado,8
pensi,8
autor,8
using,8
carne,8
sable,8
asist,8
recib,8
serio,8
bolsa,8
danza,8
label,8
paseo,8
prisa,8
seres,8
guard,8
mueca,8
ntimo,8
llave,8
ganar,8
traer,8
domet,8
culpa,8
gimen,8
poner,8
stico,8
right,8
casar,8
viene,8
grito,8
ndola,8
frase,7
lindo,7
casta,7
venga,7
novia,7
sirve,7
rcito,7
hojas,7
silla,7
visit,7
rival,7
ramas,7
deten,7
error,7
sicos,7
mirar,7
ciles,7
coloc,7
fatal,7
vapor,7
orden,7
deseo,7
nueve,7
busca,7
rompi,7
acero,6
legal,6
lidos,6
tarea,6
jaros,6
daban,6
monta,6
repet,6
below,6
money,6
links,6
metro,6
these,6
llena,6
arena,6
perro,6
patio,6
sigui,6
fijos,6
email,6
tales,6
genio,6
halla,6
etazo,6
lecci,6
ruina,6
vendr,6
ronle,6
cargo,6
where,6
avanz,6
aires,6
norte,6
lecho,6
recta,6
found,6
bello,6
reloj,6
oblig,6
darse,6
lleva,6
pluma,6
turqu,6
means,6
salto,6
siglo,6
ticos,6
reina,6
calma,5
rsela,5
atrev,5
enero,5
whist,5
ticas,5
oraci,5
preso,5
falsa,5
energ,5
juana,5
ricos,5
pagar,5
vivos,5
lunes,5
presa,5
solos,5
dosis,5
bordo,5
basta,5
ramos,5
mostr,5
acull,5
fumar,5
reino,5
carec,5
darme,5
damas,5
obrar,5
galer,5
junto,5
cuyos,5
vemos,5
empez,5
techo,5
trato,5
rojos,5
acept,5
sopas,5
ofrec,5
muera,5
borde,5
besos,5
suave,5
viven,5
campi,5
ramis,5
llega,5
querr,5
monte,4
artes,4
curso,4
jugar,4
aldea,4
plain,4
sucio,4
semos,4
llego,4
greif,4
based,4
gotas,4
ocupa,4
abren,4
aburr,4
there,4
deuda,4
acudi,4
rmelo,4
ruego,4
incre,4
verse,4
reten,4
abajo,4
dedic,4
rabia,4
durmi,4
cause,4
sabes,4
dirig,4
bravo,4
mucha,4
nieto,4
ginas,4
banco,4
check,4
grano,4
actos,4
spiro,4
spera,4
pedir,4
lados,4
venta,4
hayan,4
ascii,4
besar,4
grave,4
ceder,4
cruel,4
enter,4
rmino,4
negar,4
sirvi,4
mpago,4
sabio,4
entra,4
valla,4
acaba,4
quede,4
drama,4
culos,4
vicio,4
olvid,4
cuyas,4
veras,4
tendi,4
final,4
celos,4
caldo,4
small,4
ncipe,4
temer,4
sordo,4
esper,4
files,4
gasta,4
chuck,4
julio,4
guapo,4
escap,4
poeta,4
rosas,4
costs,4
bound,4
shall,4
value,4
blica,4
plena,4
rules,4
pieza,4
nidos,4
modos,4
bitos,4
march,4
jaula,4
nacer,4
place,4
invit,4
globo,3
juega,3
polvo,3
pulos,3
timos,3
stica,3
nasal,3
algod,3
temen,3
bajar,3
pelda,3
plano,3
sudor,3
oreja,3
valen,3
doble,3
codos,3
parar,3
hijas,3
malos,3
malta,3
trono,3
torno,3
digan,3
scara,3
pared,3
nicos,3
poles,3
deben,3
pondr,3
dices,3
rogar,3
mpida,3
sobra,3
hogar,3
voces,3
sonar,3
aplic,3
cesar,3
raras,3
marzo,3
desea,3
ricas,3
junio,3
tirar,3
guila,3
nivel,3
imped,3
ocios,3
ejerc,3
lebre,3
plato,3
rtice,3
sforo,3
pagan,3
salen,3
brida,3
tonto,3
rango,3
refer,3
locas,3
ocurr,3
foyer,3
robar,3
vende,3
manto,3
alada,3
pulso,3
banse,3
sutil,3
brisa,3
canal,3
corre,3
verlo,3
nieve,3
micos,3
lance,3
sorda,3
fruta,3
parti,3
grupo,3
ficas,3
cenar,3
finas,3
dudar,3
corta,3
nubes,3
buque,3
leyes,3
campa,3
ambas,3
mesas,3
altar,3
rayos,3
flaco,3
menes,3
armaz,3
ardor,3
mpara,3
signo,3
tinto,3
ntese,3
legua,3
vengo,3
matan,3
acost,3
prima,3
playa,3
simos,3
nebre,3
tened,3
hadas,3
rubia,3
lento,3
rmela,3
posee,3
cuide,3
ambos,3
corto,3
crees,3
costa,3
hecha,3
clara,3
patas,3
eligi,3
fines,3
amiga,3
pasan,3
firma,3
latir,3
manga,3
ndolo,3
clima,3
hablo,3
canto,3
lculo,3
bamos,3
chien,2
those,2
fuere,2
staff,2
often,2
hench,2
rodar,2
cogen,2
corso,2
nsula,2
caras,2
licos,2
rasgo,2
recre,2
suben,2
rompe,2
could,2
burla,2
agent,2
aguas,2
visti,2
ximos,2
ancho,2
apret,2
asust,2
ponen,2
rmula,2
atado,2
hagan,2
broma,2
pablo,2
occur,2
lvora,2
honra,2
pares,2
fruto,2
codes,2
allow,2
cesta,2
suele,2
diose,2
leche,2
vayan,2
apply,2
llevo,2
cabra,2
india,2
yerno,2
confi,2
cajas,2
chief,2
genes,2
mordi,2
ronca,2
poema,2
venda,2
reuni,2
muere,2
attic,2
verja,2
golfo,2
parda,2
repar,2
ptico,2
fuero,2
ctica,2
notas,2
given,2
group,2
borgo,2
suyos,2
sofos,2
takes,2
cambi,2
melod,2
ganas,2
xitos,2
letra,2
panza,2
vinos,2
toman,2
verde,2
diese,2
vivas,2
cerco,2
cuida,2
logos,2
simas,2
tiles,2
acabo,2
biles,2
